State,City,Income,Poverty,Highschool
OH,Lewistown CDP,19643.0,13.7,100.0
WA,Liberty Lake,64270.0,6.3,94.7
NY,South Floral Park village,91250.0,3.5,92.5
AL,Homewood,61626.0,12.7,93.5
ME,Cousins Island CDP,99211.0,1.2,100.0
TX,Big Wells,24583.0,20.1,54.5
MN,Granada,38125.0,12.7,91.0
MO,St. Clair,36569.0,15.9,77.4
OH,Reynoldsburg,60549.0,11.7,93.1
GA,Euharlee,58036.0,13.2,82.6
KS,Nashville,41250.0,17.9,98.0
OH,Wheelersburg CDP,53646.0,10.7,88.2
MO,Cardwell,28807.0,38.1,63.9
NY,Middleport village,47174.0,12.1,89.8
IL,Alsip village,53517.0,10.2,84.0
NY,Brightwaters village,122692.0,1.7,98.6
IA,Clive,93160.0,2.6,93.9
SC,Jonesville town,17273.0,43.2,68.0
IL,Seneca village,61458.0,16.0,92.6
NM,Mesilla town,46000.0,20.9,90.9
CA,Elizabeth Lake CDP,56071.0,7.2,94.9
NE,Yutan,65313.0,4.7,94.6
WI,Delafield,77679.0,7.5,97.3
NY,Sands Point village,185119.0,0.9,95.3
FL,Fruit Cove CDP,96353.0,5.2,95.9
AZ,Clarkdale town,46949.0,6.6,94.7
IA,George,50795.0,7.4,84.6
OR,Burns,34627.0,21.2,85.9
FL,River Ridge CDP,60083.0,3.9,89.5
IN,Wakarusa town,52372.0,5.3,86.9
MA,Springfield,34728.0,30.0,76.4
OR,Cedar Hills CDP,67804.0,10.3,94.8
MO,West Plains,32250.0,26.7,86.4
AZ,Arizona CDP,42927.0,17.7,90.3
FL,Edgewater,44155.0,12.6,90.1
AL,Holtville CDP,52713.0,11.1,85.6
NY,Liberty village,34088.0,23.4,79.9
WV,Bancroft town,75278.0,8.7,91.4
AR,Bryant,60162.0,4.1,93.5
NC,Marshville town,33974.0,28.9,71.1
MN,Cobden,26250.0,0.0,63.2
GA,Lone Oak town,37917.0,22.6,73.6
VA,Selma CDP,45774.0,3.4,70.8
IL,Carbon Cliff village,35045.0,20.7,86.7
WI,New Post CDP,33281.0,26.7,89.3
MS,Como town,29514.0,23.4,65.1
KY,Hindman,23250.0,40.4,74.5
WA,Newcastle,111967.0,4.8,98.8
OK,Leach CDP,54583.0,16.0,88.8
TX,Holly Lake Ranch CDP,56821.0,5.4,92.8
IA,Dow,36750.0,23.3,85.6
IA,Goose Lake,70417.0,4.2,94.2
ID,Glenns Ferry,27442.0,24.9,82.9
MS,Big Point CDP,71016.0,26.4,80.6
NJ,Matawan borough,81420.0,7.7,94.2
LA,Montpelier village,31786.0,28.1,83.5
PA,Newburg borough (Clearfield County),31250.0,10.1,61.3
CT,Crystal Lake CDP,82420.0,1.8,95.3
WI,Union Grove village,59913.0,9.0,92.1
FL,Citrus Springs CDP,48474.0,13.3,88.5
IL,Ripley village,36250.0,27.7,79.6
FL,Lake Alfred,36045.0,34.2,93.3
WY,La Barge town,57500.0,8.6,84.5
MO,Uplands Park village,44375.0,20.6,84.9
TX,Humble,38682.0,18.9,78.5
TX,Ozona CDP,51458.0,17.5,65.6
CA,Taft,51369.0,20.6,72.3
KY,Carrsville,31000.0,11.8,78.1
FL,Deltona,42077.0,16.4,88.2
ME,Boothbay Harbor CDP,39219.0,14.6,94.5
FL,Palm Springs village,34193.0,24.4,74.7
MO,Edina,28313.0,31.7,89.1
PA,Eastlawn Gardens CDP,94271.0,2.4,96.9
OH,New Knoxville village,61429.0,4.0,96.7
MS,Hattiesburg,26852.0,37.8,84.6
UT,Benson CDP,61000.0,9.8,93.5
WI,Whitelaw village,60568.0,5.2,92.1
IA,Inwood,44886.0,5.6,87.9
KY,Glencoe,49583.0,22.3,75.8
NC,Bent Creek CDP,54044.0,4.8,100.0
OR,Metzger CDP,46314.0,15.5,92.0
IN,Amo town,52500.0,9.8,86.4
NJ,Ridgefield borough,68843.0,6.8,90.2
ND,Rhame,54500.0,6.3,87.7
MN,Blaine,76027.0,5.8,94.5
OR,Unity,41250.0,26.0,91.7
VA,Accomac town,39659.0,9.4,82.5
NJ,Lake Como borough,62663.0,14.1,90.6
LA,Cankton village,49583.0,22.6,75.2
NM,Datil CDP,27163.0,13.8,100.0
GA,Harlem,48726.0,19.8,86.1
PA,Ravine CDP,50804.0,0.0,91.3
FL,World Golf Village CDP,81389.0,2.6,97.8
PA,East Side borough,32321.0,13.5,89.3
MN,Good Thunder,47188.0,10.9,93.4
PA,Susquehanna Depot borough,32200.0,30.5,81.9
OH,Attica village,48750.0,11.2,90.9
ND,Rocklake,48594.0,28.4,87.2
OH,Mansfield,32148.0,26.2,82.6
OH,Tarlton village,33750.0,6.9,85.9
OK,Castle town,34583.0,31.4,62.5
AL,Weogufka CDP,19792.0,43.2,56.3
IA,Shell Rock,50324.0,9.9,95.1
NY,Narrowsburg CDP,41932.0,11.8,88.6
TX,Placedo CDP,30260.0,28.3,62.6
NJ,Plainfield,54500.0,23.0,72.1
WI,Waukesha,59547.0,11.3,92.7
WA,Eatonville town,59306.0,8.5,93.3
UT,Summit Park CDP,117286.0,5.4,95.9
IN,Greensburg,44744.0,18.9,87.3
AR,Knoxville town,33889.0,22.1,77.5
OK,Strang town,21875.0,53.8,69.1
PA,Donora borough,34750.0,25.0,90.3
IN,Avilla town,48807.0,11.2,90.1
LA,Fenton village,28819.0,29.5,79.4
LA,Choudrant village,52386.0,12.8,94.0
AL,Robertsdale,47364.0,10.6,79.9
LA,Atlanta village,42500.0,14.1,64.9
NY,Centre Island village,144375.0,3.1,97.9
HI,Kaaawa CDP,74297.0,6.7,92.8
IA,Lu Verne,34250.0,28.9,82.4
WA,Graham CDP,74107.0,5.1,94.5
NC,Iron Station CDP,56833.0,5.1,75.1
WV,Wallace CDP,44750.0,42.6,95.7
SD,Kadoka,37455.0,17.8,90.8
PA,Hanover borough,44251.0,17.2,85.3
CO,Louisville,91230.0,5.7,98.2
KY,Cayce CDP,66146.0,0.0,24.0
NY,Belle Terre village,204750.0,5.2,99.2
MS,Picayune,34923.0,23.7,83.8
TX,Oakwood town,46875.0,14.2,85.4
OH,Holiday Valley CDP,78929.0,0.5,91.5
MA,Monson Center CDP,50491.0,12.4,88.0
SC,Union,25862.0,29.5,78.9
GA,Experiment CDP,21681.0,43.0,60.4
CA,Norco,88051.0,7.0,82.5
NY,Copenhagen village,47063.0,7.1,83.3
WI,Cecil village,47500.0,4.9,92.0
MO,Trimble,44375.0,18.0,88.8
FL,Sunset CDP,67888.0,8.4,87.8
NE,Howells village,58015.0,4.4,93.1
CA,Oak Park CDP,120696.0,5.5,98.5
TX,Ladonia town,30313.0,28.5,81.7
UT,Spring Lake CDP,40208.0,20.4,100.0
NC,St. Helena village,40893.0,8.5,94.2
FL,Kensington Park CDP,43158.0,14.1,84.5
IL,Cissna Park village,37411.0,11.9,90.9
MD,Cobb Island CDP,71250.0,19.3,93.9
AZ,Sun Valley CDP,13151.0,72.5,83.6
IL,Lake Camelot CDP,105795.0,1.0,97.7
AL,Cuba town,40673.0,21.0,92.1
WI,Madison,54896.0,19.0,94.8
IA,Whittemore,42500.0,11.0,97.6
KS,Republic,27500.0,17.4,89.6
OK,Marlow,37235.0,17.3,84.4
TX,Star Harbor,70179.0,2.5,95.2
OH,Newark,37025.0,23.2,86.6
ME,Yarmouth CDP,63319.0,7.6,96.1
WI,Gotham CDP,43854.0,0.0,100.0
AL,Thorsby town,45478.0,19.2,80.7
IL,Indianola village,50938.0,3.9,90.4
IA,Brooklyn,47284.0,10.4,92.1
UT,Fountain Green,47969.0,14.6,90.4
MA,Haverhill,60888.0,12.2,88.1
CO,Saguache town,27386.0,23.2,77.8
ID,Garden,38086.0,19.1,90.0
CT,Hartford,30630.0,33.4,70.6
PA,Thompson borough,29712.0,21.9,79.9
SC,City View CDP,16199.0,65.4,55.1
MN,Jeffers,41875.0,14.4,82.4
IN,Beech Grove,36487.0,21.6,85.7
OH,Robertsville CDP,57083.0,9.5,100.0
WV,Brandonville town,64286.0,5.7,97.8
ND,Golva,31250.0,2.9,83.8
NY,Cortland West CDP,88125.0,8.4,86.2
GA,Camilla,24549.0,33.3,72.5
WI,Baldwin village,56755.0,7.1,91.9
AZ,Lower Santan Village CDP,7175.0,76.4,58.7
CA,Riverbank,60017.0,12.1,75.8
NY,Pine Plains CDP,60167.0,8.4,88.3
FL,Springfield,34167.0,26.2,78.3
TX,Bryan,40312.0,24.8,78.4
SD,Marion,40268.0,17.1,88.8
CA,Calabasas,106050.0,7.9,97.0
MA,Danvers CDP,77949.0,4.7,94.3
IN,Frankfort,38801.0,17.1,81.1
MN,Greenbush,51544.0,15.0,91.3
CA,Camanche Village CDP,79150.0,0.6,93.5
KY,Breckinridge Center CDP,22247.0,74.2,63.8
OH,Richfield village,64375.0,2.2,95.1
NC,Holden Beach town,71354.0,7.5,96.9
OH,Rushville village,45000.0,20.7,81.8
UT,White CDP,59495.0,7.3,92.3
KY,Nebo,48750.0,17.4,90.9
WI,Marinette,35954.0,18.9,93.2
IN,Roachdale town,40395.0,23.3,83.6
OR,Tutuilla CDP,58750.0,14.3,83.6
IL,Harwood Heights village,48174.0,9.8,83.7
KY,Cunningham CDP,40278.0,12.0,86.5
OH,Portage Lakes CDP,53421.0,10.1,94.0
MN,Turtle River,69375.0,0.0,96.2
NY,Hampton Bays CDP,75606.0,6.6,89.7
MN,Quamba,27321.0,35.1,82.1
ND,Havana,45625.0,2.9,83.3
WA,Marrowstone CDP,60463.0,8.9,97.2
CA,Hamilton Branch CDP,53250.0,10.1,95.2
CA,Azusa,53135.0,17.6,77.7
ND,Rolette,35972.0,22.0,84.0
IL,Yates village,52188.0,14.1,91.2
MS,Ashland town,34950.0,9.8,72.6
MS,Oakland town,19815.0,40.7,79.6
OH,North Ridgeville,65783.0,6.7,92.7
VT,Newport,30101.0,26.0,83.5
CA,Foster,123039.0,4.2,96.0
CO,Kirk CDP,46786.0,8.8,70.7
AL,Providence town,40208.0,10.8,90.5
NC,Bolton town,29625.0,32.9,80.2
PA,Conneaut Lake borough,47188.0,6.0,90.4
AZ,Ali Chuk CDP,18661.0,73.2,82.4
GA,Carrollton,34055.0,28.7,78.3
CA,Meiners Oaks CDP,74375.0,17.3,72.3
DE,Elsmere town,47704.0,10.3,77.7
IN,Reynolds town,50167.0,6.2,86.9
SD,Vermillion,29254.0,35.7,96.0
TX,McCamey,37000.0,29.5,77.0
IN,Schererville town,65661.0,5.9,92.7
WA,Skykomish town,32500.0,18.3,92.5
PA,Pennsbury Village borough,53320.0,11.8,97.4
NY,Washington Heights CDP,71226.0,7.2,83.3
MN,Cromwell,28125.0,22.2,87.2
MO,Ava,21235.0,34.9,80.9
KS,Virgil,26875.0,21.4,61.5
MI,Dryden village,43194.0,20.2,93.5
NY,Galeville CDP,42097.0,11.9,82.6
MO,Highlandville,44896.0,18.9,87.2
ND,Enderlin,46296.0,12.7,88.2
CA,Valley Springs CDP,63155.0,16.9,93.1
MT,Forsyth,43696.0,6.1,88.0
WV,East Bank town,52083.0,5.5,83.9
KS,McCune,30357.0,25.5,93.4
SC,Elloree town,33393.0,26.9,80.6
KS,Glade,44583.0,7.7,89.5
KY,Hanson,42333.0,16.0,83.0
MD,Somerset town,250000.0,2.0,100.0
MN,Kasson,68200.0,1.9,96.1
CA,Larkspur,88829.0,4.0,95.6
WA,Hockinson CDP,79970.0,3.5,93.5
PA,Glen Rock borough,59549.0,11.2,91.4
VA,Brightwood CDP,61161.0,3.9,84.9
FL,Port St. Lucie,49813.0,15.0,87.2
NY,St. James CDP,93034.0,4.6,94.1
AR,Biggers town,37813.0,15.8,72.8
OH,Creston village,49342.0,12.1,86.1
NJ,Rockleigh borough,133125.0,5.9,83.4
OK,McCord CDP,52847.0,10.5,90.8
MA,Raynham Center CDP,81912.0,12.2,92.8
IL,Humboldt village,46818.0,12.8,84.5
NE,Burton village,16250.0,44.4,100.0
IA,Larrabee,39545.0,25.1,89.3
MO,Shelbina,33095.0,21.2,90.6
LA,Junction village,20682.0,35.9,82.8
PA,Nazareth borough,53794.0,8.2,88.3
KS,Roeland Park,64600.0,6.7,96.6
WI,Oostburg village,58065.0,5.2,95.7
NE,Sunol CDP,57115.0,0.0,87.5
NM,Estancia town,28587.0,41.6,60.6
VA,Middleburg town,56250.0,8.7,94.4
IN,Frankton town,46810.0,11.9,91.4
GA,Hardwick CDP,22143.0,37.6,67.8
IA,Fertile,43393.0,1.2,90.7
MS,Pearl,42323.0,13.8,88.6
NJ,Allentown borough,97434.0,2.6,92.8
TN,Allardt,39145.0,23.2,81.0
TX,Heidelberg CDP,40255.0,31.2,71.3
ND,Plaza,44750.0,16.7,93.8
IL,Bay View Gardens village,41042.0,26.2,85.6
CO,Arriba town,36071.0,16.5,90.8
NY,Richville village,47250.0,16.8,89.0
KS,Rosalia CDP,62917.0,12.8,81.3
IL,Bellevue village,51591.0,16.2,89.4
NY,Elmira,29295.0,32.1,82.8
TX,Loraine town,26875.0,30.5,66.0
TX,Palmview South CDP,30893.0,40.3,59.5
MO,Herculaneum,54394.0,2.9,86.2
PA,Joffre CDP,44643.0,7.0,89.7
SC,Lydia CDP,35560.0,17.3,72.2
CO,Westcreek CDP,54286.0,17.1,100.0
AR,Sheridan,45966.0,10.2,90.4
MN,Brownton,48125.0,7.1,88.8
MN,Brownsdale,51838.0,7.8,91.9
NC,Maxton town,18971.0,43.6,79.6
CA,Rail Road Flat CDP,32688.0,33.5,93.3
PA,Orbisonia borough,30694.0,16.7,86.3
NY,Schuylerville village,54766.0,11.0,89.2
FL,Sopchoppy,42143.0,12.9,92.3
AZ,Ganado CDP,30556.0,24.8,77.8
ND,Neche,53125.0,2.8,87.2
TX,Cross Timber town,90625.0,4.5,90.4
IA,Cantril,34583.0,21.6,83.6
NC,Hildebran town,41055.0,28.0,81.8
OK,Cyril town,46382.0,18.6,92.2
NC,Southport,42205.0,13.1,88.0
MA,Lexington CDP,149306.0,3.8,97.0
NC,Cordova CDP,34369.0,13.9,86.3
WI,Verona,87286.0,4.6,98.5
TX,Wichita Falls,44543.0,19.8,85.3
NM,Middle Frisco CDP,50250.0,0.0,93.5
NC,Silver Lake CDP,40579.0,26.9,88.1
GA,Adrian,24861.0,38.5,74.3
MI,Lexington village,28802.0,17.2,92.4
NJ,Buena borough,46169.0,10.9,77.8
NE,Syracuse,46500.0,13.4,91.7
OK,Lequire CDP,35938.0,15.6,81.4
OH,Montpelier village,38860.0,19.5,83.2
OK,Bennington town,17500.0,44.2,83.3
OR,Rogue River,26753.0,25.2,88.1
MO,Imperial CDP,53903.0,7.0,89.7
CA,Snelling CDP,49643.0,10.6,89.6
NM,Rio Rancho,60893.0,11.4,93.0
OR,Donald,63162.0,8.1,91.9
SD,Wolsey town,48750.0,7.8,90.4
IA,Linn Grove,39375.0,4.4,94.6
TX,Belton,51033.0,16.1,81.5
NY,Valley Falls village,80179.0,6.3,98.6
IL,West Point village,41696.0,25.4,89.8
OK,Claremore,40559.0,16.5,89.9
TX,Lakeside town (Tarrant County),80167.0,3.3,91.6
KS,Arlington,37313.0,21.6,86.9
NY,Dunkirk,38937.0,25.0,85.8
NC,Wentworth town,48438.0,9.8,83.3
AL,Goldville town,46250.0,9.3,86.7
OK,Ramona town,33929.0,25.3,82.2
MI,Roosevelt Park,41938.0,11.0,92.2
CO,Durango,57024.0,13.2,95.9
PA,Smithfield borough,43750.0,17.9,90.3
OH,New Waterford village,40568.0,21.6,85.5
UT,Santaquin,63938.0,9.0,90.1
IN,Fillmore town,46111.0,21.5,80.9
MD,Middle River CDP,53082.0,14.3,84.3
WI,Glenwood,41958.0,14.9,88.9
PA,New Wilmington borough,53125.0,11.4,93.2
MI,Caseville,31786.0,9.4,84.8
NE,Belden village,48125.0,4.6,95.7
NC,Bridgeton town,73214.0,6.3,89.7
MN,Rice Lake CDP,20938.0,41.5,64.6
TX,Graford,49167.0,20.9,82.5
GA,Denton,28750.0,14.3,76.6
NE,Memphis village,52500.0,5.4,90.9
CO,East Pleasant View CDP,83698.0,0.5,85.8
TX,Boyd town,48373.0,10.1,85.8
NY,Port Leyden village,30735.0,26.2,88.2
NC,Cullowhee CDP,19155.0,49.1,84.3
WI,Elm Grove village,114755.0,2.2,97.8
NJ,Mays Landing CDP,48664.0,7.3,91.9
MN,McIntosh,29737.0,23.7,89.0
MN,Otsego,79117.0,3.5,92.7
FL,Upper Grand Lagoon CDP,53391.0,10.2,95.4
OK,Gerty town,31250.0,24.7,75.8
RI,Narragansett Pier CDP,56711.0,14.5,92.8
NV,Paradise CDP,43911.0,17.1,84.0
MN,Farmington,87925.0,2.8,94.4
IN,Marion,32716.0,25.7,81.7
MI,Prudenville CDP,35794.0,13.4,91.9
NY,Silver Creek village,45089.0,20.4,92.0
OH,Matamoras village,33859.0,26.0,81.8
TX,Converse,62481.0,10.9,87.4
NE,Dalton village,44500.0,9.7,95.9
OR,Aurora,69250.0,8.5,93.7
PA,Alburtis borough,73182.0,8.3,92.1
LA,Bryceland village,65000.0,20.2,85.7
WI,St. Croix Falls,40511.0,9.7,92.2
OH,Rittman,46523.0,13.0,87.4
PA,Connellsville,29560.0,27.3,86.2
ME,Bingham CDP,32143.0,31.9,90.9
CA,Rancho Santa Fe CDP,111250.0,11.9,96.4
KY,Wurtland,31447.0,20.8,81.0
NY,Wainscott CDP,61563.0,23.1,88.1
IL,Lake Villa village,85234.0,3.9,95.8
MI,Huntington Woods,115025.0,2.2,98.9
OH,Miltonsburg village,45625.0,23.3,91.8
CA,Palo Cedro CDP,80659.0,2.2,97.7
OH,Hamersville village,49219.0,13.5,87.7
MI,Lake Linden village,35375.0,22.6,92.7
KS,Lewis,45313.0,17.1,71.5
KY,Irvington,27083.0,25.5,79.4
LA,St. Joseph town,16923.0,39.4,82.4
MI,Hubbard Lake CDP,52688.0,5.7,91.7
OK,Horntown town,47500.0,14.7,84.6
AK,Egegik,38125.0,17.6,91.1
IL,Campton Hills village,118664.0,4.3,98.1
KS,Vassar CDP,54375.0,11.6,94.9
IN,Whitestown town,73402.0,8.8,95.6
MT,Camp Three CDP,58864.0,9.9,100.0
OK,Pettit CDP,53365.0,16.8,100.0
IN,Little York town,44063.0,20.1,77.8
AL,Morris town,70043.0,5.8,84.9
KY,Hills and Dales,118750.0,0.6,98.4
NM,Maxwell village,19250.0,27.7,75.7
OH,Evendale village,110357.0,1.6,95.1
IL,Fayetteville village,46500.0,11.0,78.2
AL,Peterman CDP,28009.0,14.2,97.2
WY,Farson CDP,93523.0,4.2,100.0
NC,Littleton town,30156.0,34.5,70.2
FL,Franklin Park CDP,21574.0,42.3,84.5
KS,Beloit,45682.0,13.5,95.4
NY,Colton CDP,44559.0,14.3,92.4
NY,Hillside Lake CDP,90125.0,13.2,87.3
PA,Conashaugh Lakes CDP,69886.0,3.9,92.0
TX,Sierra Blanca CDP,45278.0,28.5,79.0
TX,La Pryor CDP,26774.0,30.9,56.7
OH,Elida village,69674.0,1.9,96.8
TX,Bellaire,175369.0,1.5,97.8
IA,Hastings,28571.0,22.7,87.4
NM,McIntosh CDP,40060.0,38.6,88.1
IL,Inverness village,161838.0,0.2,97.8
AL,Rosa town,44808.0,11.4,81.3
NE,Madison,47222.0,18.6,65.7
IN,Somerset CDP,68750.0,8.8,98.9
AK,Aniak,60500.0,19.0,83.8
AK,Cohoe CDP,57228.0,16.0,95.0
VA,Carrollton CDP,87461.0,3.0,90.8
OK,Cayuga CDP,37875.0,9.5,93.3
NC,Como town,44688.0,7.3,96.7
MT,Wheatland CDP,76000.0,0.0,95.0
IA,Olin,40179.0,22.5,90.9
NE,Atlanta village,56875.0,16.3,97.3
MI,Merrill village,42500.0,22.0,88.0
NJ,Haworth borough,160526.0,0.9,97.8
MO,Cooter,41382.0,9.6,71.2
MN,Hermantown,65662.0,7.3,94.1
MS,Fulton,39063.0,22.6,85.6
CA,Gonzales,48865.0,23.0,53.9
TX,Union Valley,78750.0,3.8,90.2
ID,Dietrich,46250.0,24.1,85.8
NE,St. Paul,42283.0,12.8,92.1
NC,Marietta town,32500.0,29.9,89.8
UT,Millcreek CDP,57672.0,10.8,94.1
VA,Pastoria CDP,33000.0,15.6,57.8
IL,El Paso,46893.0,14.1,93.4
CA,Ramona CDP,63623.0,9.5,80.8
AR,Oden town,45750.0,17.5,95.8
AL,Coffeeville town,19583.0,41.3,71.7
NY,Tully village,45887.0,13.6,90.7
SC,Clarks Hill CDP,38523.0,23.5,63.0
OK,Cherry Tree CDP,32315.0,28.7,67.7
TN,Stanton town,16917.0,42.2,79.1
OK,Calvin town,27500.0,27.6,77.8
IL,New Burnside village,40179.0,15.1,87.0
AR,Avilla CDP,59806.0,1.4,91.3
MS,Renova town,27379.0,25.9,75.5
CA,Orange Cove,26838.0,53.0,41.3
MT,Sand Coulee CDP,44318.0,6.8,94.0
TX,Mikes CDP,34479.0,72.5,26.7
NJ,Lopatcong Overlook CDP,75536.0,15.6,95.2
IA,Northboro,31250.0,22.5,91.7
NY,Groveland Station CDP,46042.0,15.8,89.8
KS,Smolan,42500.0,10.3,90.9
KY,Glasgow,27555.0,25.8,79.1
NY,Franklin Square CDP,96568.0,5.4,88.4
IA,Hawkeye,42000.0,18.8,90.5
VA,Montvale CDP,31563.0,9.7,79.8
OH,Bradford village,46429.0,11.8,86.7
MT,Shelby,44119.0,16.4,82.6
KS,Plevna,45313.0,11.1,96.9
MD,Crofton CDP,112771.0,2.7,97.0
AZ,Queen Valley CDP,38500.0,2.0,95.4
CA,Cutten CDP,52798.0,11.8,98.4
MI,Marenisco CDP,34821.0,22.2,92.4
KY,Westwood,81875.0,5.9,98.3
WI,Neshkoro village,41750.0,17.7,87.6
TX,Enchanted Oaks town,73125.0,3.2,92.3
SD,Mount Vernon,51563.0,16.6,92.2
OK,Davis,44514.0,11.2,80.8
IL,Rosiclare,19955.0,32.4,83.5
NY,Medina village,41538.0,17.4,90.8
IA,Cascade,47344.0,17.0,88.9
MD,Pasadena CDP,96083.0,4.2,92.0
NY,Gardnertown CDP,69594.0,2.4,90.9
OR,Warm Springs CDP,44612.0,35.6,82.2
TX,Rose,45875.0,9.1,80.1
PA,Montgomeryville CDP,104276.0,5.2,97.3
TX,Rhome,68125.0,9.9,88.1
NJ,Brainards CDP,92188.0,0.0,94.4
OH,Vaughnsville CDP,62031.0,0.0,100.0
TX,South Mountain town,58333.0,11.5,82.1
TX,Howardwick,33750.0,26.1,80.1
IL,Centralia,34455.0,26.0,87.7
WI,Chetek,36234.0,16.0,87.6
WA,Meadow Glade CDP,89567.0,10.3,95.8
OH,Pleasant Run Farm CDP,68750.0,8.6,93.8
NM,Elida town,30714.0,17.9,67.7
TX,Nevada,79028.0,10.1,91.7
KY,Greensburg,26293.0,17.9,79.0
MO,Kansas,45821.0,19.0,88.4
IL,Livingston village,42583.0,9.6,91.6
ID,Ponderay,25539.0,21.9,90.7
WA,Felida CDP,96000.0,4.0,97.8
MA,Cambridge,79416.0,14.0,94.3
UT,Elsinore town,36583.0,20.7,92.2
NC,Midway town,56863.0,10.2,83.8
FL,Orchid town,223500.0,4.0,99.4
OK,Tupelo,25000.0,39.1,65.9
CA,San Fernando,55170.0,18.9,58.5
AR,Moorefield town,46250.0,2.5,91.5
CO,Strasburg CDP,76875.0,4.7,92.9
MO,Benton village,52500.0,7.1,72.4
KS,Severance,41250.0,14.3,84.2
OK,Canton town,51136.0,8.8,86.7
MI,Pellston village,35170.0,22.4,84.2
PA,Buckhorn CDP,47750.0,16.6,91.4
VA,Gretna town,25216.0,25.5,74.7
CA,Indian Wells,93625.0,4.6,94.4
AZ,Steamboat CDP,22625.0,57.8,64.5
CA,El Verano CDP,57823.0,6.1,79.8
MD,White Marsh CDP,81266.0,3.4,94.8
PA,Leesport borough,68214.0,2.9,91.2
OH,Bentleyville village,200625.0,2.2,99.7
MN,St. Martin,63021.0,10.7,89.0
IA,Evansdale,43492.0,9.5,90.2
WA,Richland,67483.0,10.6,95.4
TX,Dawson town,34196.0,18.6,76.2
GA,Mableton CDP,54919.0,17.6,84.1
MO,Mound,43750.0,12.6,88.4
AL,Scottsboro,38007.0,16.0,81.8
TN,La Vergne,54659.0,10.4,86.3
RI,Bradford CDP,62888.0,7.5,70.5
AZ,Wellton Hills CDP,31696.0,7.9,100.0
WI,Blue Mounds village,59844.0,9.5,95.1
NE,Litchfield village,53333.0,6.5,79.9
PA,Halifax borough,43750.0,17.2,87.4
TX,Copper Canyon town,133750.0,2.0,95.2
CA,Concord,68318.0,13.3,87.1
FL,DeLand,39382.0,20.6,87.4
MD,Linganore CDP,113513.0,3.1,96.2
HI,Fern Forest CDP,18281.0,48.0,91.2
IA,Owasa,26875.0,0.0,100.0
MO,Gower,62784.0,7.9,93.4
CO,The Pinery CDP,129265.0,1.8,99.0
WV,Wayne town,17559.0,47.0,71.3
NC,Grimesland town,31875.0,36.4,83.5
OH,Vermilion,50499.0,12.7,90.7
MS,Sturgis town,45240.0,54.8,91.9
KY,Mays Lick CDP,26932.0,15.3,90.8
MO,Moscow Mills,38750.0,20.9,81.6
AZ,Sells CDP,24063.0,48.5,80.2
NC,Davidson town,105083.0,5.7,97.4
NY,Herrings village,72500.0,3.8,84.7
MS,Glendale CDP,37897.0,30.3,84.3
TX,Penitas,34057.0,26.0,52.2
UT,Silver Summit CDP,133068.0,3.9,96.7
OH,Broughton village,37188.0,19.6,82.1
TX,Winnsboro,28511.0,25.8,82.3
CA,Terra Bella CDP,30074.0,35.3,35.0
NC,Belwood town,35714.0,15.9,81.8
MN,New Brighton,60964.0,11.4,93.9
PA,Austin borough,45833.0,12.2,89.7
NE,O'Neill,42443.0,10.2,90.0
OH,Hamler village,49821.0,18.9,90.5
IA,Eldridge,57750.0,6.7,96.6
WI,Deer Park village,45417.0,6.0,89.5
NY,Johnson village,38371.0,18.8,89.4
MS,Toomsuba CDP,47525.0,38.1,83.1
CO,Parachute town,32917.0,34.2,79.7
IN,Monroeville town,42632.0,12.0,88.7
MN,Falcon Heights,71765.0,11.1,98.6
IA,Hiawatha,51127.0,11.7,94.6
MO,Pasadena Park village,70000.0,4.4,100.0
OK,Prague,39777.0,15.6,85.9
AK,Sutton-Alpine CDP,35500.0,28.6,84.5
IL,Minier village,50000.0,13.0,88.7
IA,Little Cedar CDP,28438.0,0.0,100.0
OK,Long CDP,40000.0,38.3,78.5
PA,Marlin CDP,37375.0,5.1,84.4
MI,Caro,34388.0,17.1,88.0
WA,Walla Walla East CDP,93100.0,5.8,98.9
MO,Oak Grove,47827.0,6.8,91.5
NH,Marlborough CDP,44391.0,13.3,90.5
TX,Wylie,81799.0,5.9,92.8
OK,Fort Cobb town,39688.0,20.0,87.6
MI,Montgomery village,28250.0,26.7,83.5
MN,Leonidas,22917.0,35.9,97.0
IL,University Park village,45062.0,16.6,92.3
AR,Viola town,38214.0,22.6,84.2
NY,Lorraine CDP,47500.0,4.6,88.4
TX,Pueblo Nuevo CDP,18107.0,80.1,36.9
KS,Buffalo,37159.0,22.4,82.8
PA,Summerhill borough,46563.0,2.7,95.4
AZ,Tacna CDP,31815.0,20.0,76.3
AR,Pine Bluff,30719.0,32.1,84.8
OK,Collinsville,58909.0,10.6,90.9
WA,Fords Prairie CDP,53103.0,10.3,85.1
NJ,East Freehold CDP,119688.0,4.9,96.4
NJ,Woodbury Heights borough,79653.0,2.6,91.7
WY,Pine Bluffs town,54200.0,4.6,94.0
NC,Tyro CDP,55075.0,11.8,80.8
NJ,Linwood,82419.0,3.0,94.5
MO,Sedalia,31460.0,23.9,80.7
NM,San Jon village,32500.0,32.0,69.6
SC,Tega Cay,119250.0,1.5,98.1
NE,Nelson,32708.0,15.7,93.2
NJ,Beach Haven West CDP,83845.0,8.1,89.9
WY,Fairview CDP,73042.0,0.0,100.0
KS,Stockton,38393.0,19.9,92.5
